reporter_name,reporter_code,year,classification,classification_version,product_code,mtn_categories,partner_code,partner_name,value,is_electronics
United States,C840,2022,MTN,MT4,V02,Measuring instruments,C344,China (Hong Kong SAR),21561811.0,True
United States,C840,2024,MTN,MT4,V02,Measuring instruments,C156,China,2678094075.0,True
United States,C840,2018,MTN,MT4,V02,Measuring instruments,C446,China (Macao SAR),323783.0,True
United States,C840,2020,MTN,MT4,V02,Measuring instruments,C344,China (Hong Kong SAR),23531271.0,True
United States,C840,2023,MTN,MT4,V02,Measuring instruments,C446,China (Macao SAR),89702.0,True
United States,C840,2021,MTN,MT4,V02,Measuring instruments,C344,China (Hong Kong SAR),15000798.0,True
United States,C840,2020,MTN,MT4,V02,Measuring instruments,C156,China,3258336496.0,True
United States,C840,2022,MTN,MT4,V02,Measuring instruments,C156,China,3125768459.0,True
United States,C840,2023,MTN,MT4,V02,Measuring instruments,C344,China (Hong Kong SAR),31427069.0,True
United States,C840,2021,MTN,MT4,V02,Measuring instruments,C446,China (Macao SAR),64932.0,True
United States,C840,2019,MTN,MT4,V02,Measuring instruments,C344,China (Hong Kong SAR),16141371.0,True
United States,C840,2024,MTN,MT4,V02,Measuring instruments,C344,China (Hong Kong SAR),24207593.0,True
United States,C840,2021,MTN,MT4,V02,Measuring instruments,C156,China,3027279920.0,True
United States,C840,2022,MTN,MT4,V02,Measuring instruments,C446,China (Macao SAR),92845.0,True
United States,C840,2024,MTN,MT4,S04,Computers and office machinery,C344,China (Hong Kong SAR),41899745.0,True
United States,C840,2021,MTN,MT4,S04,Computers and office machinery,C446,China (Macao SAR),88644.0,True
United States,C840,2019,MTN,MT4,S04,Computers and office machinery,C446,China (Macao SAR),689677.0,True
United States,C840,2019,MTN,MT4,S04,Computers and office machinery,C156,China,60108832606.0,True
United States,C840,2021,MTN,MT4,S04,Computers and office machinery,C156,China,73248493852.0,True
United States,C840,2020,MTN,MT4,S04,Computers and office machinery,C156,China,66207623264.0,True
United States,C840,2023,MTN,MT4,S04,Computers and office machinery,C446,China (Macao SAR),8549.0,True
United States,C840,2024,MTN,MT4,S04,Computers and office machinery,C446,China (Macao SAR),22955.0,True
United States,C840,2023,MTN,MT4,S04,Computers and office machinery,C344,China (Hong Kong SAR),64999614.0,True
United States,C840,2018,MTN,MT4,S04,Computers and office machinery,C344,China (Hong Kong SAR),178254783.0,True
United States,C840,2020,MTN,MT4,S04,Computers and office machinery,C344,China (Hong Kong SAR),61992297.0,True
United States,C840,2022,MTN,MT4,S04,Computers and office machinery,C156,China,67580189770.0,True
United States,C840,2018,MTN,MT4,S04,Computers and office machinery,C446,China (Macao SAR),2316413.0,True
United States,C840,2022,MTN,MT4,S04,Computers and office machinery,C446,China (Macao SAR),93477.0,True
United States,C840,2021,MTN,MT4,S04,Computers and office machinery,C344,China (Hong Kong SAR),82107867.0,True
United States,C840,2023,MTN,MT4,S04,Computers and office machinery,C156,China,51441206508.0,True
United States,C840,2020,MTN,MT4,S04,Computers and office machinery,C446,China (Macao SAR),326571.0,True
United States,C840,2024,MTN,MT4,S04,Computers and office machinery,C156,China,49972283717.0,True
United States,C840,2018,MTN,MT4,S04,Computers and office machinery,C156,China,80859863269.0,True
United States,C840,2019,MTN,MT4,S04,Computers and office machinery,C344,China (Hong Kong SAR),91157505.0,True
United States,C840,2022,MTN,MT4,S04,Computers and office machinery,C344,China (Hong Kong SAR),56214266.0,True
United States,C840,2018,MTN,MT4,T05,Audio-visual devices,C446,China (Macao SAR),146054.0,True
United States,C840,2020,MTN,MT4,T05,Audio-visual devices,C156,China,9450358747.0,True
United States,C840,2023,MTN,MT4,T05,Audio-visual devices,C446,China (Macao SAR),36066.0,True
United States,C840,2022,MTN,MT4,T05,Audio-visual devices,C446,China (Macao SAR),62107.0,True
United States,C840,2018,MTN,MT4,T05,Audio-visual devices,C156,China,19781080461.0,True
United States,C840,2024,MTN,MT4,T05,Audio-visual devices,C344,China (Hong Kong SAR),9943761.0,True
United States,C840,2022,MTN,MT4,T05,Audio-visual devices,C344,China (Hong Kong SAR),14216159.0,True
United States,C840,2019,MTN,MT4,T05,Audio-visual devices,C156,China,14923057611.0,True
United States,C840,2020,MTN,MT4,T05,Audio-visual devices,C344,China (Hong Kong SAR),21740121.0,True
United States,C840,2019,MTN,MT4,T05,Audio-visual devices,C344,China (Hong Kong SAR),34403307.0,True
United States,C840,2019,MTN,MT4,T05,Audio-visual devices,C446,China (Macao SAR),32715.0,True
United States,C840,2024,MTN,MT4,T05,Audio-visual devices,C446,China (Macao SAR),41566.0,True
United States,C840,2022,MTN,MT4,T05,Audio-visual devices,C156,China,7579398966.0,True
United States,C840,2023,MTN,MT4,T05,Audio-visual devices,C156,China,5655965585.0,True
United States,C840,2021,MTN,MT4,T05,Audio-visual devices,C446,China (Macao SAR),136852.0,True
United States,C840,2020,MTN,MT4,T05,Audio-visual devices,C446,China (Macao SAR),110938.0,True
United States,C840,2018,MTN,MT4,T05,Audio-visual devices,C344,China (Hong Kong SAR),106779990.0,True
United States,C840,2023,MTN,MT4,T05,Audio-visual devices,C344,China (Hong Kong SAR),7073457.0,True
United States,C840,2021,MTN,MT4,T05,Audio-visual devices,C156,China,9244084263.0,True
United States,C840,2021,MTN,MT4,T05,Audio-visual devices,C344,China (Hong Kong SAR),23760472.0,True
United States,C840,2024,MTN,MT4,T05,Audio-visual devices,C156,China,5473357907.0,True
United States,C840,2019,MTN,MT4,T01,Electrical machinery,C446,China (Macao SAR),1761702.0,True
United States,C840,2024,MTN,MT4,T01,Electrical machinery,C156,China,39540903351.0,True
United States,C840,2021,MTN,MT4,T01,Electrical machinery,C156,China,29274007191.0,True
United States,C840,2018,MTN,MT4,T01,Electrical machinery,C446,China (Macao SAR),1682563.0,True
United States,C840,2024,MTN,MT4,T01,Electrical machinery,C446,China (Macao SAR),2152229.0,True
United States,C840,2022,MTN,MT4,T01,Electrical machinery,C156,China,36838090971.0,True
United States,C840,2023,MTN,MT4,T01,Electrical machinery,C446,China (Macao SAR),1624815.0,True
United States,C840,2019,MTN,MT4,T01,Electrical machinery,C344,China (Hong Kong SAR),102433107.0,True
United States,C840,2021,MTN,MT4,T01,Electrical machinery,C344,China (Hong Kong SAR),88015707.0,True
United States,C840,2023,MTN,MT4,T01,Electrical machinery,C156,China,35593418343.0,True
United States,C840,2018,MTN,MT4,T01,Electrical machinery,C344,China (Hong Kong SAR),278146776.0,True
United States,C840,2020,MTN,MT4,T01,Electrical machinery,C446,China (Macao SAR),883284.0,True
United States,C840,2020,MTN,MT4,T01,Electrical machinery,C156,China,23738211643.0,True
United States,C840,2018,MTN,MT4,T01,Electrical machinery,C156,China,33847897235.0,True
United States,C840,2020,MTN,MT4,T01,Electrical machinery,C344,China (Hong Kong SAR),80358599.0,True
United States,C840,2022,MTN,MT4,T01,Electrical machinery,C344,China (Hong Kong SAR),121993744.0,True
United States,C840,2023,MTN,MT4,T01,Electrical machinery,C344,China (Hong Kong SAR),88517393.0,True
United States,C840,2021,MTN,MT4,T01,Electrical machinery,C446,China (Macao SAR),1886126.0,True
United States,C840,2019,MTN,MT4,T01,Electrical machinery,C156,China,26980495218.0,True
United States,C840,2024,MTN,MT4,T01,Electrical machinery,C344,China (Hong Kong SAR),55804726.0,True
United States,C840,2022,MTN,MT4,T01,Electrical machinery,C446,China (Macao SAR),1905295.0,True
United States,C840,2021,MTN,MT4,T04,Telecommunication equipment,C156,China,68069208150.0,True
United States,C840,2022,MTN,MT4,T04,Telecommunication equipment,C446,China (Macao SAR),277226.0,True
United States,C840,2024,MTN,MT4,T04,Telecommunication equipment,C344,China (Hong Kong SAR),187735232.0,True
United States,C840,2023,MTN,MT4,T04,Telecommunication equipment,C446,China (Macao SAR),343268.0,True
United States,C840,2020,MTN,MT4,T04,Telecommunication equipment,C344,China (Hong Kong SAR),127548718.0,True
United States,C840,2022,MTN,MT4,T04,Telecommunication equipment,C344,China (Hong Kong SAR),178899497.0,True
United States,C840,2018,MTN,MT4,T04,Telecommunication equipment,C156,China,79513777600.0,True
United States,C840,2022,MTN,MT4,T04,Telecommunication equipment,C156,China,70615368634.0,True
United States,C840,2019,MTN,MT4,T04,Telecommunication equipment,C446,China (Macao SAR),332995.0,True
United States,C840,2019,MTN,MT4,T04,Telecommunication equipment,C344,China (Hong Kong SAR),199630000.000001,True
United States,C840,2018,MTN,MT4,T04,Telecommunication equipment,C344,China (Hong Kong SAR),394039709.0,True
United States,C840,2023,MTN,MT4,T04,Telecommunication equipment,C344,China (Hong Kong SAR),139528542.0,True
United States,C840,2020,MTN,MT4,T04,Telecommunication equipment,C446,China (Macao SAR),143620.0,True
United States,C840,2023,MTN,MT4,T04,Telecommunication equipment,C156,China,60941567376.0,True
United States,C840,2018,MTN,MT4,T04,Telecommunication equipment,C446,China (Macao SAR),4396441.0,True
United States,C840,2019,MTN,MT4,T04,Telecommunication equipment,C156,China,68627898109.0,True
United States,C840,2020,MTN,MT4,T04,Telecommunication equipment,C156,China,60269367000.0,True
United States,C840,2024,MTN,MT4,T04,Telecommunication equipment,C156,China,58354428161.0,True
United States,C840,2021,MTN,MT4,T04,Telecommunication equipment,C446,China (Macao SAR),83768.0,True
United States,C840,2021,MTN,MT4,T04,Telecommunication equipment,C344,China (Hong Kong SAR),170839932.0,True
United States,C840,2024,MTN,MT4,T04,Telecommunication equipment,C446,China (Macao SAR),202646.0,True
United States,C840,2024,MTN,MT4,T02,Electronic components,C344,China (Hong Kong SAR),17003164.0,True
United States,C840,2018,MTN,MT4,T02,Electronic components,C446,China (Macao SAR),33959.0,True
United States,C840,2020,MTN,MT4,T02,Electronic components,C344,China (Hong Kong SAR),14733464.0,True
United States,C840,2019,MTN,MT4,T02,Electronic components,C446,China (Macao SAR),197612.0,True
United States,C840,2020,MTN,MT4,T02,Electronic components,C446,China (Macao SAR),118067.0,True
United States,C840,2022,MTN,MT4,T02,Electronic components,C156,China,1449387205.0,True
United States,C840,2022,MTN,MT4,T02,Electronic components,C344,China (Hong Kong SAR),22909434.0,True
United States,C840,2021,MTN,MT4,T02,Electronic components,C344,China (Hong Kong SAR),15862182.0,True
United States,C840,2024,MTN,MT4,T02,Electronic components,C446,China (Macao SAR),24639.0,True
United States,C840,2023,MTN,MT4,T02,Electronic components,C446,China (Macao SAR),81948.0,True
United States,C840,2023,MTN,MT4,T02,Electronic components,C156,China,1115783157.0,True
United States,C840,2018,MTN,MT4,T02,Electronic components,C156,China,1716310680.0,True
United States,C840,2021,MTN,MT4,T02,Electronic components,C156,China,1318181463.0,True
United States,C840,2020,MTN,MT4,T02,Electronic components,C156,China,999357244.0,True
United States,C840,2022,MTN,MT4,T02,Electronic components,C446,China (Macao SAR),68365.0,True
United States,C840,2019,MTN,MT4,T02,Electronic components,C156,China,1235430650.0,True
United States,C840,2018,MTN,MT4,T02,Electronic components,C344,China (Hong Kong SAR),68121459.0,True
United States,C840,2024,MTN,MT4,T02,Electronic components,C156,China,2816888515.0,True
United States,C840,2019,MTN,MT4,T02,Electronic components,C344,China (Hong Kong SAR),28644316.0,True
United States,C840,2023,MTN,MT4,T02,Electronic components,C344,China (Hong Kong SAR),21938848.0,True
United States,C840,2019,MTN,MT4,T03,Semiconductors,C156,China,2008356901.0,True
United States,C840,2018,MTN,MT4,T03,Semiconductors,C156,China,4613763088.0,True
United States,C840,2019,MTN,MT4,T03,Semiconductors,C344,China (Hong Kong SAR),25119674.0,True
United States,C840,2018,MTN,MT4,T03,Semiconductors,C344,China (Hong Kong SAR),62053185.0,True
United States,C840,2024,MTN,MT4,T03,Semiconductors,C344,China (Hong Kong SAR),8679787.0,True
United States,C840,2019,MTN,MT4,T03,Semiconductors,C446,China (Macao SAR),123095.0,True
United States,C840,2022,MTN,MT4,T03,Semiconductors,C156,China,2665883750.0,True
United States,C840,2020,MTN,MT4,T03,Semiconductors,C446,China (Macao SAR),55019.0,True
United States,C840,2021,MTN,MT4,T03,Semiconductors,C344,China (Hong Kong SAR),28855377.0,True
United States,C840,2018,MTN,MT4,T03,Semiconductors,C446,China (Macao SAR),1236810.0,True
United States,C840,2020,MTN,MT4,T03,Semiconductors,C344,China (Hong Kong SAR),19140015.0,True
United States,C840,2024,MTN,MT4,T03,Semiconductors,C446,China (Macao SAR),623940.0,True
United States,C840,2024,MTN,MT4,T03,Semiconductors,C156,China,2076093366.0,True
United States,C840,2022,MTN,MT4,T03,Semiconductors,C446,China (Macao SAR),449431.0,True
United States,C840,2023,MTN,MT4,T03,Semiconductors,C156,China,1912294165.0,True
United States,C840,2022,MTN,MT4,T03,Semiconductors,C344,China (Hong Kong SAR),41559307.0,True
United States,C840,2021,MTN,MT4,T03,Semiconductors,C156,China,1967314776.0,True
United States,C840,2020,MTN,MT4,T03,Semiconductors,C156,China,2049553578.0,True
United States,C840,2023,MTN,MT4,T03,Semiconductors,C446,China (Macao SAR),675185.0,True
United States,C840,2023,MTN,MT4,T03,Semiconductors,C344,China (Hong Kong SAR),12321583.0,True
United States,C840,2021,MTN,MT4,T03,Semiconductors,C446,China (Macao SAR),469861.0,True
