published_date,title,description,polarity,sentiment,source,country_code,country_name
2024-09-11 14:09:56+00:00,"Sorry, Kamala: Trump's Tariffs Aren't a Tax. They're a Lifeline for the Middle Class","Most of us are seeing price increases in things we don't import—like insurance and internet, streaming services and food. That's where your $4,000 is going.",-0.0772,negative,newsweek.com,us,United States
2024-11-19 05:00:00+00:00,Trump’s Tariffs Will ‘Probably’ Cause Higher Prices,"The Walmart executive’s comments hint at the trickle-down impact of tariffs, as companies pay the import tax upfront and often pass on the higher input costs associated with these fees to consumers.",-0.1027,negative,forbes.com,us,United States
2024-11-28 20:05:02+00:00,特朗普2.0将至 越南会步中国后尘遭关税重击吗？,"美国当选总统唐纳德·特朗普(Donald Trump)作出承诺，明年一月上任后将对中国等国加征关税。尽管特朗普这次尚未提到越南，但是外界担忧，虽然在美中贸易战中，越南获益匪浅，但是恐怕也难逃特朗普的关税大棒，成为下个遭遇关税制裁的国家。
观察人士指出，如果美国将关税大刀砍向越南，其纺织和电子产业恐面临严重冲击，同时，越南会加强防堵中国制商品洗产地，并积极游说美国取消其非市场经济地位，避免对其经济成长造成重大影响。",0.0,neutral,voachinese.com,cn,China
2024-12-17 15:31:36+00:00,Trump trade aide Peter Navarro denies tariff plans will spur inflation,"President-elect Donald Trump has vowed to enact across-the-board tariffs, targeted import duties on China, Canada and Mexico, and tax cuts.",-0.6124,negative,cnbc.com,us,United States
2025-01-01 01:49:22+00:00,从禁运矿产到调查美企，2025年美中科技贸易战场，中国还有哪些底牌？,在美国对中国技术制裁的压力下，中国近期展开了系列报复行动，包括切断稀土供应、惩罚在中国开展业务的美国公司等。美国当选总统唐纳德·特朗普(Donald Trump)几度警告要对中国出口美国的产品加征关税，而且分析人士也认为，正式入主白宫后，特朗普会进一步加强对中国的技术限制。2025年的美中贸易和科技战场，北京还可能会打出哪些底牌？,0.0,neutral,voachinese.com,cn,China
2025-01-01 16:48:51+00:00,墨西哥针对Shein和Temu堵漏洞，对邮递进口小额商品征收关税,墨西哥税务当局周二（1月1日）发布征收新的关税，称这将加强对来自亚洲商品的监控。这一措施可能会影响Shein（希音）和Temu（拼多多国际版）等受欢迎的中国电子商务巨头。,0.0,neutral,voachinese.com,cn,China
2025-01-10 22:49:18+00:00,Canada is preparing to strike back hard with retaliatory tariffs if Trump starts a trade war,"Canada is preparing to retaliate with an exhaustive list of tariffs on American goods if President-elect Trump follows through with his plans to add a steep 25% import tax on Canadian exports, people familiar with the matter told CNN. The preparations show how raising tariffs could kick off a trade war that will ultimately raise prices on a number of consumer goods.",-0.8689,negative,edition.cnn.com,us,United States
2025-01-20 14:47:44+00:00,路透：中国对特朗普重返白宫既抱有希望又忐忑不安,据路透社报道，在唐纳德·特朗普（Donald Trump）1月20日宣誓就任总统重返白宫之际，中国官员和普通民众既充满希望又紧张不安，渴望避免在他的第一个任期内在两个经济超级大国之间造成隔阂的贸易战重蹈覆辙。,0.0,neutral,voachinese.com,cn,China
2025-01-22 21:40:26+00:00,特朗普威胁要加征关税后 中国准备应对可能的美中贸易战,在美国总统唐纳德·特朗普威胁最快于2月1日对中国进口商品加征10%的关税后，中国准备好要应对可能的关税。,0.0,neutral,voachinese.com,cn,China
2025-01-24 16:47:26+00:00,特朗普对华“软硬兼施”：TikTok禁令松绑，关税大棒挥向中国？,美国总统唐纳德·特朗普（Donald Trump）上任伊始的涉华政策有两大焦点，包括推迟短视频平台TikTok的禁令，并计划对中国商品加征10%的关税。这一“软硬兼施”的策略被外界解读为特朗普对华立场有所放缓。然而，观察人士警告，特朗普此举更像是其一贯的谈判策略，未来美中在关税、科技及贸易战方面的不确定性仍然很高，甚至可能进一步升级，而TikTok恐怕也无“半卖就留”的转圜空间，最终仍难逃“不卖就禁”的命运。,0.0,neutral,voachinese.com,cn,China
2025-01-29 12:40:09+00:00,易富贤：美中第二轮关税战的本质和前景展望,美国总统唐纳德·特朗普刚当选就给中国递来橄榄枝，破天荒地邀请中国领导人参加他的就职典礼，还有意在就职后100天内访问中国。但他重返白宫后的第二天就表示，最快从2月1日起向中国制货品征收10%关税。但他三天后又在接受福克斯新闻的采访中表示，“宁愿不必”对中国加征关税。美中关系扑朔迷离。美国对华关税大棒何时落下？最终会达成什么样的贸易协议？,0.0,neutral,voachinese.com,cn,China
2025-02-01 10:00:05+00:00,特朗普对中国加征10%关税 中国网民不以为然,美国总统唐纳德·特朗普(Donald Trump)预计于星期六(2月1日)签署一项命令，针对墨西哥与加拿大进口的商品征收25%关税，并对来自中国的商品征收10%关税。这项举动或扰乱超过2.1兆美元的贸易。中国驻美大使馆对此表示，中方“坚决反对”特朗普的新关税，“贸易战或关税战中不会有赢家，且不符合任何一方、甚至全世界的利益。”,0.0,neutral,voachinese.com,cn,China
2025-02-03 07:19:00+00:00,农历蛇年开局 亚股暴跌、美元飙升,星期一(2月3日)亚洲股市暴跌、美元飙升。此前美国总统唐纳德·特朗普(Donald Trump)批准对中国、加拿大和墨西哥征收巨额关税，并警告欧盟“很快”也将受到打击，引发了人们对全面贸易战以及全球经济成长受挫的担忧。,0.0,neutral,voachinese.com,cn,China
2025-02-03 14:13:34+00:00,特朗普关税战开打，台湾出台多项因应措施 包括协助台商转至美国设厂,台湾行政院经济部星期一（2月3日）表示，将采取包括在美国成立台湾投资贸易中心和协助台商转至美国设厂等措施，因应美国总统唐纳德·特朗普（Donald Trump）对加拿大、墨西哥等国输往美国的商品加征关税对台湾厂商造成的冲击和影响。,0.0,neutral,voachinese.com,cn,China
2025-02-03 16:48:23+00:00,"From autos to electronics, what Trump's tariffs will affect","Car prices in the United States could increase by around $3,000 (Rs 2.6 lakh), while the price of fuel could spike as much as 40 to 70 cents (Rs 34 to Rs 60) per gallon if Donald Trump acts on his plans to impose tariffs. Experts say consumers are going to be worse off and that everybody loses in a trade war",-0.7506,negative,firstpost.com,my,Malaysia
2025-02-03 23:52:35+00:00,提高关税后，白宫表示特朗普将与习近平通话,美国总统唐纳德·特朗普的发言人说，特朗普最快将在本星期与中国国家主席习近平通话，进行一次重大外交沟通。目前，这两个超级大国正试图达成协议，避免一场更为广泛的贸易战。,0.0,neutral,voachinese.com,cn,China
2025-02-04 16:37:54+00:00,欧盟期待尽早与美开启关税谈判以避免贸易战,欧盟委员会副主席兼贸易事务专员马洛斯·塞夫科维奇（Maros Sefcovic）周二（2月4日）表示，欧盟希望就美国总统唐纳德·特朗普（Donald Trump）计划实施的关税迅速与美国接触。,0.0,neutral,voachinese.com,cn,China
2025-02-04 23:56:28+00:00,"Fast fashion, laptops and toys are likely to cost more due to US tariffs on Chinese imports","A sweeping new U.S. tariff on products made in China is expected to increase the Fonto co for a wide array of products, from the ultra-cheap apparel sold on online shopping platforms to toys and electronic devices such as computers and cellphones.",0.3182,positive,ca.finance.yahoo.com,my,Malaysia
2025-02-07 21:59:59+00:00,Shopify pushes for 'open trade' as Trump delays import exemption,Shopify has published a post advocating for 'open' trade as the Trump Administration ways ending a tax exemption for certain imports.,0.2732,positive,techcrunch.com,us,United States
2025-02-08 01:05:14+00:00,越南准备应对特朗普对中国商品加征关税的潜在影响,越南总理范明政指示他的内阁官员为可能爆发的全球贸易战做好准备。此前，美国总统唐纳德·特朗普对所有中国产品加征10%的关税。,0.0,neutral,voachinese.com,cn,China
2025-02-10 09:34:05+00:00,莫迪与特朗普会晤前 印度拟进一步削减关税,在印度总理纳伦德拉·莫迪(Narendra Modi)与美国总统唐纳德·特朗普(Donald Trump)会晤前夕，印度政府官员表示，莫迪准备进行额外的关税削减，这可以促进美国对印度的出口，以避免贸易战。,0.0,neutral,voachinese.com,cn,China
2025-02-11 09:37:39+00:00,受特朗普新关税推动 金价飙涨创历史新高,美国总统唐纳德·特朗普(Donald Trump)对钢铁和铝进口征收25%的新关税，加剧了人们对通胀和贸易战升级的担忧，投资者纷纷涌向避险资产黄金，促使金价星期二(2月11日)飙升至历史纪录新高。,0.0,neutral,voachinese.com,cn,China
2025-02-11 16:54:58+00:00,特朗普加征钢铝关税引发全球震荡：美中贸易战升温，中国反制恐有限,美国总统唐纳德·特朗普(Donald Trump)星期一(2月10日)正式下令对进口至美国的钢铁和铝征收25%的新关税。此举引发国际市场震荡，避险需求推动金价大涨，各国股市受影响下滑，中国多家钢铁企业股价也普遍下跌。分析人士指出，特朗普基于地缘政治、保护本土产业及美中对抗等多重考量，不断挥舞关税大棒，而中国在应对方面可动用的反制手段恐将日益有限。,0.0,neutral,voachinese.com,cn,China
2025-02-12 01:24:27+00:00,欧盟和加拿大声称将坚决反对特朗普总统新的钢铝关税,有27个成员国的欧洲联盟以及加拿大星期二(2月11日)迅速誓言坚决反对美国总统唐纳德·特朗普(Donald Trump)对他们的钢和铝出口产品征收25%的关税，这种言辞之争有可能会导致传统盟友之间爆发全面贸易战。,0.0,neutral,voachinese.com,cn,China
2025-02-12 10:27:20+00:00,台积电首次美国董事会7决议出炉 未提增加对美投资案,在美国政府接连祭出关税政策之际，世界最大芯片承包商台积电(TSMC)首次赴美国召开董事会，外界关注台积电投资动向。台湾时间星期三(2月12日)，该次董事会七项决议出炉，但并没有出现外界关注的扩大美国投资案，仅核准增资子公司，额度上限百亿美元。,0.0,neutral,voachinese.com,cn,China
2025-02-19 06:35:11+00:00,特朗普：将对进口汽车、药品、半导体加征25%关税,特朗普表示，针对汽车的关税措施最快4月2日就会公布详情。特朗普寻求重塑全球贸易，推动将制造业带回美国，他已要求内阁成员在4月1日上缴报告，罗列各种进口关税政策选项。,0.0,neutral,voachinese.com,cn,China
2025-02-19 18:30:00+00:00,Mint Quick Edit | Should Trump’s latest tariff salvos worry India?,"The US president plans a 25% import duty on automobiles, semiconductor chips and pharma products. How this squares with reciprocal tariffs is unclear. But it won’t do either India or the US any good.",0.34,positive,livemint.com,my,Malaysia
2025-02-22 16:47:35+00:00,特朗普拟对半导体加征25%关税 台积电受冲击？台商加速评估赴美设厂,美国总统特朗普(Donald Trump)拟对半导体加征25%关税的消息一出，立即引发对台湾芯片产业的广泛关注，尤其担心芯片大厂台积电(TSMC)的营收将受重创。对此，专家分析，台积电主要承接苹果(Apple)、英伟达(Nvidia)等美国科技巨头的代工订单，在美销售的芯片关税成本很可能由美国客户与最终消费者承担，因此直接冲击或相对有限。不过，面对特朗普节节升高的关税威胁，部分台湾电子相关产业的厂商确已开始评估赴美设厂的成本可行性。,0.0,neutral,voachinese.com,cn,China
2025-02-25 18:30:00+00:00,Why India’s electronics sector is least at risk from Trump's reciprocal tariff scrutiny,"The export of electronic goods to the US has shown an upward trend, playing a key role in boosting India's overall exports",0.2732,positive,livemint.com,my,Malaysia
2025-02-26 01:42:02+00:00,美众院中共问题特设委员会领袖：不应让北京把台湾作为美中贸易谈判条件,美国国会众议院一个专门讨论美中战略竞争议题的委员会的民主党领袖敦促总统唐纳德·特朗普在与中国进行谈判时不应为了达成协议而牺牲美国的盟友或伙伴。这位议员进一步指出，在美中贸易谈判上，华盛顿不应让北京将台湾放上谈判桌。该特设委员会的共和党领袖则呼吁，特朗普政府在与中国领导人交涉时要有“符合现实的期望”。,0.0,neutral,voachinese.com,cn,China
2025-03-01 06:17:05+00:00,墨西哥向美大规模移交29名毒枭 前所未有行动旨在避免25%关税,墨西哥当局星期四(2月27日)将多达29名贩毒集团成员移交给美国，多名高官也前往华府，试图阻止美国总统唐纳德·特朗普(Donald Trump)政府自下星期开始对墨西哥商品征收关税。这次移交行动规模空前，被认为是向特朗普政府示好，但专家称可能已违反墨西哥法律程序。,0.0,neutral,voachinese.com,cn,China
2025-03-01 16:19:12+00:00,能做不能做都要做，越南积极行动取悦特朗普避开关税大棒,越南政府总理范明正星期六（3月1日）表示，越南政府希望很快向世界首富埃隆·马斯克（Elon Musk）的星链（Starlink）卫星网络服务的试点计划发放许可证；越南也正在采取措施，试图平衡与美国的贸易，消除对美贸易的巨额顺差。,0.0,neutral,voachinese.com,cn,China
2025-03-03 01:15:59+00:00,美国商务部长：美国对加拿大、墨西哥征收的新关税可能会降低,美国总统唐纳德·特朗普(Donald Trump)计划星期二(3月4日)对加拿大和墨西哥出口到美国的产品征收新关税，但商务部长霍华德·卢特尼克(Howard Lutnick)星期日(3月2日)说，关税可能不会像特朗普计划的那么高。,0.0,neutral,voachinese.com,cn,China
2025-03-03 11:01:44+00:00,美国实施对等关税前 印度贸易部长赴美会谈,据两名印度政府官员表示，印度贸易部长皮尤什·戈亚尔(Piyush Goyal)星期一(3月3日)启程前往美国进行贸易谈判。目前距离美国总统唐纳德·特朗普(Donald Trump)计划实施的对等关税仅剩数周时间。,0.0,neutral,voachinese.com,cn,China
2025-03-03 21:52:46+00:00,今日股市：华尔街在特朗普最新关税期限前保持相对平静,美国股市星期一(3月3日)相对平静，在总统唐纳德·特朗普(Donald Trump)设定的最新关税期限之前，各股指涨跌互现。,0.0,neutral,voachinese.com,cn,China
2025-03-04 02:32:31+00:00,特朗普:对加拿大、墨西哥征收25%关税将在星期二生效,美国总统唐纳德·特朗普(Donald Trump)星期一(3月3日)说，墨西哥和加拿大没有机会阻止25%的关税星期二生效，这让金融市场担忧北美可能出现新的经济壁垒。,0.0,neutral,voachinese.com,cn,China
2025-03-04 16:25:37+00:00,美国打响关税战遭到反击，盘点这场混战的影响和规模,美国总统特朗普对美国的三大贸易伙伴中国、墨西哥和加拿大的贸易战周二（3月4日）正式打响。美国对墨西哥和加拿大加征25%的关税，同时将中国出口美国的商品关税从10%提升至20%。,0.0,neutral,voachinese.com,cn,China
2025-03-04 18:01:16+00:00,特朗普要求中国和日本不要贬值本国货币，否则可能用关税解决问题,美国总统特朗普表示，他已经就汇率问题与日本和中国领导人通了电话，要求他们不要继续贬值人民币和日元，因为这样做对美国不公平，并暗示他可能会用关税来解决问题。,0.0,neutral,voachinese.com,cn,China
2025-03-05 06:03:17+00:00,特朗普总统发表国会联席会议演说，凸显执政之初的措施与成就,美国总统唐纳德·特朗普星期二(3月4日)晚间在国会联席会议上发表演说。他赞扬自己的行政当局采取的早期措施，包括精简联邦机构、对美国最亲密的贸易伙伴加征高额关税，以及推动乌克兰与俄罗斯谈判以结束战争。在特朗普讲话的同时，在场的民主党人明确表达了他们的抗议。,0.0,neutral,voachinese.com,cn,China
2025-03-05 17:16:47+00:00,台积电加码投资美国引发不同反应 牵动台美贸易与东盟半导体格局,台积电在美国追加投资1千亿美元的决定在台湾朝野引发不同反应。部分民众担忧台积电变成“美积电”。观察人士分析，台积电此举是其全球布局战略的一环，与美国的合作也可能促成台美双边半导体贸易的发展，但在东盟近年半导体出口快速增长的情况下，这项投资以及特朗普的“美国优先”政策会对该地区相关产业造成多大影响还需要进一步观察。,0.0,neutral,voachinese.com,cn,China
2025-03-05 18:23:56+00:00,特朗普首场国会演说: 中国议题着墨不多，关税政策成焦点,美国总统特朗普在美东时间周二(3月4日)晚间发表第二任期的首次国会演说，演讲主题为“美国梦的复兴”。他在近100分钟的讲话中，着重强调其上任六周内的政绩，包括签署100项涉及非法移民的行政命令及400多项行政行动。然而，在这场演讲中，中国议题较少被提及，且主要集中在关税部分。,0.0,neutral,voachinese.com,cn,China
2025-03-06 01:38:46+00:00,特朗普推迟一个月实施针对进口自墨西哥和加拿大的汽车的新关税,美国总统唐纳德·特朗普(Donald Trump)星期三(3月5日)推迟对进口自墨西哥和加拿大的汽车征收新的25%关税，期限为一个月，此时正值外界担忧与邻国的贸易战可能会损害美国汽车制造商“三巨头”。,0.0,neutral,voachinese.com,cn,China
2025-03-06 04:20:01+00:00,美国会议员提案 要求司法部成立工作组应对中国不公平贸易行为,美国国会众议院多位两党成员将推出法案，给予司法部更多权力聚焦应对中国不公平贸易行为对美国造成日益增长的威胁，包括知识产权盗窃、贸易欺诈和规避美国关税。提案议员称，这项立法将是美国总统唐纳德·特朗普(Donald Trump)解决不平等贸易关系的重要配套措施。,0.0,neutral,voachinese.com,cn,China
2025-03-06 22:18:19+00:00,特朗普总统把对墨西哥和加拿大部分产品新征关税推迟一个月,美国总统唐纳德·特朗普星期四(3月6日)把对许多墨西哥进口产品和一些加拿大进口产品新加征的25%关税推迟一个月实施。,0.0,neutral,voachinese.com,cn,China
2025-03-07 01:31:05+00:00,美对华新关税引发两国间唇枪舌剑，北京到底有多少牌可以回应？,在美国总统唐纳德·特朗普(Donald Trump)对大部分中国商品再次加征10%关税的决定后，北京这个星期做出了火药味十足的回复，称无论两国之间在哪些领域发生冲突，都愿意“奉陪到底”。随后，美国国防部长皮特·海格塞斯(Pete Hegseth)也回应“我们准备好了”。不过，星期四(3月6日)，北京做出了回撤，称“无论是关税战还是贸易战，无论是冷战还是热战，都打不得也打不赢。” 面对特朗普关税，中国到底有多少牌可以应对？,0.0,neutral,voachinese.com,cn,China
2025-03-07 10:52:09+00:00,中国加征关税针对特朗普支持者 但留有回旋余地,分析人士表示，中国对从玉米到鸡肉等美国农产品征收报复性关税，其目的在伤害美国总统唐纳德·特朗普(Donald Trum)的选民基础，但北京仍保持足够克制，为双方协商达成贸易协议留下了空间。,0.0,neutral,voachinese.com,cn,China
2025-03-07 16:18:14+00:00,特朗普关税威力初显，中国今年头两个月进口大幅收缩，出口明显失速,今年头两个月，中国进口意外出现严重收缩，出口动力也不及预期，凸显美国总统特朗普推动的关税大战2.0给中国这个世界第二大经济体带来了巨大压力。,0.0,neutral,voachinese.com,cn,China
2025-03-07 21:55:44+00:00,"美国上月就业市场依然稳健,新增15.1万份工作,失业率微幅上扬至4.1%",美国雇主上个月新增了15.1万个就业岗位。但是，由于唐纳德·特朗普总统警告要发动贸易战、削减联邦雇员队伍，并承诺驱逐数百万移民，就业市场前景出现阴云。,0.0,neutral,voachinese.com,cn,China
2025-03-08 06:00:21+00:00,中国宣布对部分加拿大农产品和食品加征报复性关税 最高100%,中国星期六(3月8日)宣布对加拿大菜子油、猪肉等部分农产品和食品征收关税，以报复渥太华去年10月对中国制电动汽车、钢铁和铝产品加征关税。,0.0,neutral,voachinese.com,cn,China
2025-03-09 16:52:12+00:00,美商务部长：特朗普不会放松与芬太尼相关的关税,"美国商务部长霍华德·卢特尼克（Howard Lutnick）星期天（3月9日）表示，美国总统唐纳德·特朗普（Donald Trump）不会放松因墨西哥、加拿大和中国因打击芬太尼毒品走私不力而通过加征关税的方式对三国施加的压力。Trump will not ease up on fentanyl-related tariffs, US Commerce Secretary",-0.2755,negative,voachinese.com,cn,China
2025-03-11 17:51:43+00:00,中国报复美国的关税 医疗设备商因美纳躺着中枪？,在美国总统唐纳德·特朗普(Donald Trump)3月4日宣布对中国商品征收10%的额外关税当天，中国宣布禁止进口美国的医疗设备制造商因美纳(Illumina)的基因测序仪。此前，它已被北京列入“不可靠实体”清单。美国有关专家认为，除了报复美国对中国实施的关税外，中国此举是为了保护中国生物技术公司，以加速该行业的增长。,0.0,neutral,voachinese.com,cn,China
2025-03-11 19:13:00+00:00,特朗普总统把对加拿大钢铝出口产品的关税加倍至50%,美国总统唐纳德·特朗普星期二(3月11日)加大了他对加拿大的贸易战，把美国对其北方邻国的出口钢铝征收的25%关税加倍至50%，在此之前，加拿大安大略省领导人表示对出售给150万美国客户的电力加征25%的税。,0.0,neutral,voachinese.com,cn,China
2025-03-12 01:09:59+00:00,安大略省暂停上调电价后，特朗普暂停对加拿大钢铝加倍征收关税,美国总统唐纳德·特朗普星期二(3月11日)警告将对加拿大钢铝计划加征的关税从25％加倍至50％，导致安大略省政府暂停对销往美国的电力征收附加费的计划。,0.0,neutral,voachinese.com,cn,China
2025-03-12 04:29:33+00:00,India Ready to Steal the Chip Spotlight Amid Trump’s 25% Tariff Roll Out,"Given it is not a major semiconductor exporter to the US, India’s import duty on semiconductors is already zero.",-0.1779,negative,analyticsindiamag.com,my,Malaysia
2025-03-12 18:09:53+00:00,特朗普的钢铝关税生效，全球反应强烈,美国总统特朗普宣布的提高对进入美国市场的所有钢铝产品关税的决定从周三（3月12日）开始生效。这个旨在重塑全球贸易秩序的决定可能招致欧洲的迅速报复。,0.0,neutral,voachinese.com,cn,China
2025-03-12 23:56:53+00:00,美国与加拿大和欧洲贸易战加剧,美国与加拿大和欧盟的贸易战星期三(3月12日)愈演愈烈，美国总统唐纳德·特朗普(Donald Trump)和美国通常的盟友国家相互向对方征收新关税。,0.0,neutral,voachinese.com,cn,China
2025-03-13 01:30:31+00:00,"特朗普白宫会晤爱尔兰总理,双方在贸易和加沙战争上存在分歧",美国总统唐纳德·特朗普星期三(3月12日)会晤爱尔兰总理米歇尔·马丁，就广泛的议题举行了会谈。尽管两位领导人承诺要扩大两国间的合作，但是双方在贸易和加沙冲突的议题上存在分歧。,0.0,neutral,voachinese.com,cn,China
2025-03-13 17:07:42+00:00,G7外长会议在关税争议中召开，试图在重大安全问题上展示团结,在美国的西方盟友与特朗普总统因对乌克兰外交政策和征收关税问题紧张加剧之际，来自英国、加拿大、法国、德国、意大利、日本和美国的七国集团以及欧盟的外交部长周四（3月13日）在加拿大偏远的旅游小镇拉马尔贝（La Malbaie）举行会议，试图展示团结。,0.0,neutral,voachinese.com,cn,China
2025-03-13 17:17:01+00:00,特朗普不满欧盟反制，威胁要对其酒类加征200%关税,美国总统唐纳德·特朗普（Donald Trump）星期四（3月13日）向欧盟发出警告，如果欧盟针对美国威士忌加征关税的计划如期实施，美国将对从欧洲进口的酒类加征200%报复性关税。,0.0,neutral,voachinese.com,cn,China
2025-03-18 08:55:54+00:00,Incentivising electronic manufacturing could help deepen an ecosystem,"In the current global environment of heightened geopolitical risks, where countries are locked in tariff and trade wars, and supply chains are being rejigged, India has a unique opportunity",-0.0516,negative,indianexpress.com,my,Malaysia
2025-04-09 06:36:05+00:00,Apple Sent Five Planes Loaded With iPhones To US From India; Internet Jibes Electronic Trafficking Is The Future’,Tariff Trafficking On Airplane Mode,0.0,neutral,in.mashable.com,my,Malaysia
2025-04-09 18:42:50+00:00,BREAKING NEWS: Trump pauses his tariffs for 90 days in most countries but hikes China's import tax to 125%,"While President Trump pauses his tariffs on most countries for 90 days, he raises China's tariff to 125%.",0.0,neutral,phonearena.com,us,United States
2025-04-09 19:57:12+00:00,"Trump limits tariffs on most nations for 90 days, raises China import tax","Facing a global market meltdown, President Donald Trump on Wednesday abruptly backed off his tariffs on most nations for 90 days, but raised his tax rate on Chinese imports to 125%.",0.0129,neutral,apnews.com,us,United States
2025-04-10 09:00:00+00:00,"How much could an iPhone cost, in the trade war?","With the continued escalation of tariffs in the international trade war and the U.S. slapping a 104 per cent tax on all imported chinese goods, what does that mean for North American shoppers buying electronics like iPhones - items mostly manufactured overseas? The Star spoke with an international trade expert to learn how and if consumers could be hit the hardest.",-0.4137,negative,thestar.com,my,Malaysia
2025-04-11 20:29:08+00:00,NASDAQ-Titel Apple-Aktie kann triumphieren: Zoll-Schock abgewehrt! Trump verschont iPhones & Co - vorerst,"Die US-Regierung hat Smartphones, Laptops und andere wichtige Elektronik von Sonderzöllen gegen zahlreiche Länder - darunter China - ausgenommen. 12.04.2025",-0.636,negative,finanzen.net,de,Germany
2025-04-13 00:08:10+00:00,"Trump administration temporarily shields laptops, phones from tariffs amid trade war tensions","Trump's action also excludes the specified electronics from his 10% ""baseline"" tariffs on goods from most countries other than China, easing import costs for semiconductors from Taiwan and Apple iPhones produced in India",-0.6808,negative,firstpost.com,my,Malaysia
